"case","timeframe","eventSelector","sourceJobId","dimensions","cell","eventCount","uniqueTickerCount","horizonSessions","eligibleCount","unavailableCount","smallSample","meanReturn","medianReturn","positiveReturnRatio","q25Return","q75Return","medianMfe","medianMae"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S4""}","572","374","20","571","1","false","0.020603548870561553","0.011934156378600846","0.5709281961471103","-0.025766782407407374","0.05869927127213315","0.05206738131699851","-0.04128086419753085"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S4""}","572","374","60","571","1","false","0.031162511139756797","0.02192476344334171","0.5901926444833625","-0.04822329181888868","0.09790200199186372","0.09326710816777051","-0.08356164383561648"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S4""}","572","374","120","571","1","false","0.09043205057529434","0.061564059900166335","0.6654991243432574","-0.03533088972661891","0.18300872668629253","0.1513353115727003","-0.13132508190753545"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S4""}","572","374","245","570","2","false","0.31451184823802636","0.23355913115987348","0.8035087719298246","0.05040127364814534","0.4754907792339067","0.3356297578675267","-0.14179751289529396"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S5""}","125","84","20","125","0","false","0.012653787913338498","0.017727051966974328","0.608","-0.02289281997918835","0.04664723032069973","0.055145118733509246","-0.03866231647634588"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S5""}","125","84","60","125","0","false","0.0032595857372196193","0.0059945504087193235","0.52","-0.06856478791400344","0.0745717164931139","0.09142857142857141","-0.11100432484382505"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S5""}","125","84","120","125","0","false","0.08532313001365557","0.07050423917893789","0.72","-0.011542497376705096","0.16683070866141736","0.13700281237444756","-0.14919354838709675"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S5""}","125","84","245","124","1","false","0.3610390205806962","0.3144096333768941","0.8145161290322581","0.0925983284582641","0.5900441529109779","0.40210437413622246","-0.16049382716049387"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S6""}","35","29","20","35","0","false","0.03723458935943564","0.027549540840986042","0.7428571428571429","0.005916717855269149","0.04296990734016903","0.06184971098265901","-0.026642984014209614"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S6""}","35","29","60","35","0","false","0.01791228799342567","-0.008111533586818709","0.45714285714285713","-0.07505904775800903","0.03957670931958579","0.08372490388722764","-0.1807677972418934"
"monthly1y_zone_monthA","MONTHLY","IN_ZONE_ENTERED","0d899c61-2b09-4116-9376-fbfb7ad6fc4b","stage:monthA","{""stage:monthA"":""S6""}","35","29","120","35","0","false","0.16227432916828438","0.06565349544072951","0.6571428571428571","-0.010887255741405921","0.34354272908375116","0.12095875139353396","-0.1807677972418934"
